product_name,link, product_images,price,details,image_url,product_name_stemmed
utility shirt with pockets,https://www.zara.com/in/en/utility-shirt-with-pockets-p06085380.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6085/380/431/2/w/0/6085380431_1_1_1.jpg?ts=1688116613687': 'Image 0 of UTILITY SHIRT WITH POCKETS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6085/380/431/2/w/448/6085380431_2_1_1.jpg?ts=1688116613660': 'Image 1 of UTILITY SHIRT WITH POCKETS from Zara'}]","₹ 3,990.00",Relaxed fit shirt made of cotton. Lapel collar and short sleeves. Patch pockets with flaps on the front. Asymmetric hem with side vents. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/6085/380/431/2/w/0/6085380431_1_1_1.jpg?ts=1688116613687,util shirt with pocket
lyocell shirt,https://www.zara.com/in/en/lyocell-shirt-p04432508.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/4432/508/710/2/w/448/4432508710_1_1_1.jpg?ts=1690381424739': 'Image 0 of LYOCELL SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4432/508/710/2/w/448/4432508710_2_1_1.jpg?ts=1690380556333': 'Image 1 of LYOCELL SHIRT from Zara'}]","₹ 3,290.00",Regular fit shirt made of lyocell. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/4432/508/710/2/w/448/4432508710_1_1_1.jpg?ts=1690381424739,lyocel shirt
plaid shirt with pocket,https://www.zara.com/in/en/plaid-shirt-with-pocket-p05913191.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5913/191/700/2/w/448/5913191700_1_1_1.jpg?ts=1691680454826': 'Image 0 of PLAID SHIRT WITH POCKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5913/191/700/2/w/448/5913191700_2_1_1.jpg?ts=1691680456640': 'Image 1 of PLAID SHIRT WITH POCKET from Zara'}]","₹ 3,990.00",Relaxed fit collared shirt with long sleeves and buttoned cuffs. Chest patch pocket. Side vents at the hem. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/5913/191/700/2/w/448/5913191700_1_1_1.jpg?ts=1691680454826,plaid shirt with pocket
striped lyocelllinen shirt,https://www.zara.com/in/en/striped-lyocell-linen-shirt-p01437480.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1437/480/450/2/w/448/1437480450_1_1_1.jpg?ts=1689932299164': 'Image 0 of STRIPED LYOCELL-LINEN SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1437/480/450/2/w/448/1437480450_2_1_1.jpg?ts=1689932299156': 'Image 1 of STRIPED LYOCELL-LINEN SHIRT from Zara'}]","₹ 4,990.00",Relaxed fit collared shirt made of a linen and lyocell blend. Front button fastening. Long sleeves with adjustable buttoned cuffs. Adjustable hem with a front drawstring.,https://static.zara.net/photos///2023/I/0/2/p/1437/480/450/2/w/448/1437480450_1_1_1.jpg?ts=1689932299164,stripe lyocelllinen shirt
striped elastic shirt,https://www.zara.com/in/en/striped-elastic-shirt-p07545515.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7545/515/104/2/w/448/7545515104_1_1_1.jpg?ts=1688569391199': 'Image 0 of STRIPED ELASTIC SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7545/515/104/2/w/448/7545515104_2_1_1.jpg?ts=1688569391114': 'Image 1 of STRIPED ELASTIC SHIRT from Zara'}]","₹ 3,290.00",Slim fit shirt made of a fabric that minimises the need for ironing after washing. Spread collar and long sleeves with buttoned cuffs. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/7545/515/104/2/w/448/7545515104_1_1_1.jpg?ts=1688569391199,stripe elast shirt
elastic shirt with striped print,https://www.zara.com/in/en/elastic-shirt-with-striped-print-p07545514.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7545/514/104/2/w/0/7545514104_1_1_1.jpg?ts=1687874179643': 'Image 0 of ELASTIC SHIRT WITH STRIPED PRINT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7545/514/104/2/w/448/7545514104_2_1_1.jpg?ts=1687874180101': 'Image 1 of ELASTIC SHIRT WITH STRIPED PRINT from Zara'}]","₹ 3,290.00",Slim-fit shirt made of a high-stretch fabric which is resistant to wrinkling. Spread collar and long sleeves with buttoned cuffs. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/7545/514/104/2/w/0/7545514104_1_1_1.jpg?ts=1687874179643,elast shirt with stripe print
striped textured shirt,https://www.zara.com/in/en/striped-textured-shirt-p05664120.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5664/120/058/2/w/448/5664120058_1_1_1.jpg?ts=1686918077062': 'Image 0 of STRIPED TEXTURED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5664/120/058/14/w/448/5664120058_2_1_1.jpg?ts=1690964044883': 'Image 1 of STRIPED TEXTURED SHIRT from Zara'}]","₹ 3,290.00",Regular fit shirt made of a cotton fabric. Spread collar and long sleeves with buttoned cuffs. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/5664/120/058/2/w/448/5664120058_1_1_1.jpg?ts=1686918077062,stripe textur shirt
geometric crochet shirt,https://www.zara.com/in/en/geometric-crochet-shirt-p02675350.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2675/350/120/2/w/448/2675350120_1_1_1.jpg?ts=1688481990984': 'Image 0 of GEOMETRIC CROCHET SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2675/350/120/2/w/448/2675350120_2_1_1.jpg?ts=1688481989043': 'Image 1 of GEOMETRIC CROCHET SHIRT from Zara'}]","₹ 3,990.00",Relaxed fit shirt made of open textured fabric. Lapel collar and short sleeves. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/2675/350/120/2/w/448/2675350120_1_1_1.jpg?ts=1688481990984,geometr crochet shirt
textured crochet shirt,https://www.zara.com/in/en/textured-crochet-shirt-p07200350.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7200/350/250/2/w/448/7200350250_1_1_1.jpg?ts=1689256343993': 'Image 0 of TEXTURED CROCHET SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7200/350/250/2/w/448/7200350250_2_1_1.jpg?ts=1689256347245': 'Image 1 of TEXTURED CROCHET SHIRT from Zara'}]","₹ 4,990.00",Collared shirt made of open textured fabric. Front opening and short sleeves. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/7200/350/250/2/w/448/7200350250_1_1_1.jpg?ts=1689256343993,textur crochet shirt
textured shirt,https://www.zara.com/in/en/textured-shirt-p02092300.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2092/300/250/2/w/448/2092300250_1_1_1.jpg?ts=1690536385550': 'Image 0 of TEXTURED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2092/300/250/2/w/448/2092300250_2_1_1.jpg?ts=1690536386041': 'Image 1 of TEXTURED SHIRT from Zara'}]","₹ 3,990.00",Shirt made of textured easy-care fabric that minimises the need for ironing.Regular fit spread collar shirt featuring long sleeves with buttoned cuffs. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/2092/300/250/2/w/448/2092300250_1_1_1.jpg?ts=1690536385550,textur shirt
shirt with french cuffs,https://www.zara.com/in/en/shirt-with-french-cuffs-p05673441.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5673/441/250/2/w/448/5673441250_1_1_1.jpg?ts=1688555084156': 'Image 0 of SHIRT WITH FRENCH CUFFS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5673/441/250/2/w/448/5673441250_2_1_1.jpg?ts=1688555083947': 'Image 1 of SHIRT WITH FRENCH CUFFS from Zara'}]","₹ 3,990.00",Regular-fit shirt with a spread collar and long sleeves with French cuffs with cufflinks. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/5673/441/250/2/w/448/5673441250_1_1_1.jpg?ts=1688555084156,shirt with french cuff
textured lyocell blend shirt,https://www.zara.com/in/en/textured-lyocell-blend-shirt-p05672441.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5672/441/250/2/w/448/5672441250_1_1_1.jpg?ts=1690361341153': 'Image 0 of TEXTURED LYOCELL BLEND SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5672/441/250/2/w/448/5672441250_2_1_1.jpg?ts=1690361341944': 'Image 1 of TEXTURED LYOCELL BLEND SHIRT from Zara'}]","₹ 3,290.00",Regular-fit shirt in a lyocell blend. Spread collar and long sleeves with buttoned cuffs. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/5672/441/250/2/w/448/5672441250_1_1_1.jpg?ts=1690361341153,textur lyocel blend shirt
shirt with adjustable hem,https://www.zara.com/in/en/shirt-with-adjustable-hem-p02553306.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/2553/306/800/2/w/448/2553306800_1_1_1.jpg?ts=1691072084264': 'Image 0 of SHIRT WITH ADJUSTABLE HEM from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/2553/306/800/2/w/448/2553306800_2_1_1.jpg?ts=1691072085350': 'Image 1 of SHIRT WITH ADJUSTABLE HEM from Zara'}]","₹ 3,990.00",Boxy-fit shirt made of a cotton blend. Spread collar and short sleeves. Chest patch pocket. Adjustable hem with elastic on the sides. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/2553/306/800/2/w/448/2553306800_1_1_1.jpg?ts=1691072084264,shirt with adjust hem
cropped faux leather shirt,https://www.zara.com/in/en/cropped-faux-leather-shirt-p08281325.html,"[{'https://static.zara.net/photos///2023/V/0/1/p/8281/423/800/2/w/448/8281423800_1_1_1.jpg?ts=1682333401257': 'Image 0 of CROPPED FAUX LEATHER SHIRT from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/8281/423/800/2/w/448/8281423800_2_1_1.jpg?ts=1682333400388': 'Image 1 of CROPPED FAUX LEATHER SHIRT from Zara'}]","₹ 3,290.00",Relaxed-fit faux leather shirt. Collar and short sleeves. Chest patch pocket. Cropped length. Fastens down the front with snap buttons.,https://static.zara.net/photos///2023/V/0/1/p/8281/423/800/2/w/448/8281423800_1_1_1.jpg?ts=1682333401257,crop faux leather shirt
striped shirt,https://www.zara.com/in/en/striped-shirt-p06456400.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6456/400/044/2/w/448/6456400044_1_1_1.jpg?ts=1691503022803': 'Image 0 of STRIPED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6456/400/044/2/w/448/6456400044_2_1_1.jpg?ts=1691503022677': 'Image 1 of STRIPED SHIRT from Zara'}]","₹ 3,290.00",Relaxed fit collared shirt. Short sleeves. Split hem. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/6456/400/044/2/w/448/6456400044_1_1_1.jpg?ts=1691503022803,stripe shirt
striped shirt,https://www.zara.com/in/en/striped-shirt-p05646037.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5646/037/401/2/w/448/5646037401_1_1_1.jpg?ts=1688713594627': 'Image 0 of STRIPED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5646/037/401/2/w/448/5646037401_2_1_1.jpg?ts=1688713595854': 'Image 1 of STRIPED SHIRT from Zara'}]","₹ 3,290.00","Relaxed fit shirt made of a cotton blend. Featuring a camp collar, short sleeves and a button-up front.",https://static.zara.net/photos///2023/I/0/2/p/5646/037/401/2/w/448/5646037401_1_1_1.jpg?ts=1688713594627,stripe shirt
striped textured shirt,https://www.zara.com/in/en/striped-textured-shirt-p07545483.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7545/483/330/2/w/448/7545483330_1_1_1.jpg?ts=1690360448610': 'Image 0 of STRIPED TEXTURED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7545/483/330/2/w/448/7545483330_2_1_1.jpg?ts=1690360449000': 'Image 1 of STRIPED TEXTURED SHIRT from Zara'}]","₹ 3,290.00",Relaxed fit shirt made of lightweight fabric. Lapel collar and short sleeves. Chest patch pockets. Asymmetric hem with side vents. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/7545/483/330/2/w/448/7545483330_1_1_1.jpg?ts=1690360448610,stripe textur shirt
oxford shirt,https://www.zara.com/in/en/oxford-shirt-p08211405.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1063/315/058/2/w/448/1063315058_1_1_1.jpg?ts=1691136022464': 'Image 0 of OXFORD SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1063/315/058/2/w/448/1063315058_2_1_1.jpg?ts=1691136026362': 'Image 1 of OXFORD SHIRT from Zara'}]","₹ 2,990.00",Regular fit shirt made of cotton. Button-down collar and long sleeves with buttoned cuffs. Chest patch pocket. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/1063/315/058/2/w/448/1063315058_1_1_1.jpg?ts=1691136022464,oxford shirt
shirt with contrast topstitching,https://www.zara.com/in/en/shirt-with-contrast-topstitching-p06917321.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6917/321/922/2/w/448/6917321922_1_1_1.jpg?ts=1691746950318': 'Image 0 of SHIRT WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6917/321/922/2/w/448/6917321922_2_1_1.jpg?ts=1691746949198': 'Image 1 of SHIRT WITH CONTRAST TOPSTITCHING from Zara'}]","₹ 3,990.00",Collared relaxed-fit shirt. Long sleeves with buttoned cuffs. Chest patch pocket. Hem with side vents. Contrast topstitching all over the garment. Faded effect. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/6917/321/922/2/w/448/6917321922_1_1_1.jpg?ts=1691746950318,shirt with contrast topstitch
shirt with contrast topstitching,https://www.zara.com/in/en/shirt-with-contrast-topstitching-p01063330.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/1063/330/800/2/w/0/1063330800_1_1_1.jpg?ts=1690962647978': 'Image 0 of SHIRT WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1063/330/800/2/w/0/1063330800_2_1_1.jpg?ts=1690962651597': 'Image 1 of SHIRT WITH CONTRAST TOPSTITCHING from Zara'}]","₹ 3,290.00",Collared relaxed fit shirt. Long sleeves with buttoned cuffs. Chest patch pocket. Contrast topstitching details all over the garment. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/1063/330/800/2/w/0/1063330800_1_1_1.jpg?ts=1690962647978,shirt with contrast topstitch
topstitched denim shirt,https://www.zara.com/in/en/topstitched-denim-shirt-p03175314.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/3175/314/400/2/w/448/3175314400_1_1_1.jpg?ts=1691072087302': 'Image 0 of TOPSTITCHED DENIM SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3175/314/400/2/w/448/3175314400_2_1_1.jpg?ts=1691072086292': 'Image 1 of TOPSTITCHED DENIM SHIRT from Zara'}]","₹ 3,290.00",Boxy fit collared shirt made of compact denim fabric. Short sleeves. Chest patch pocket. Contrast topstitching all over the garment. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/3175/314/400/2/w/448/3175314400_1_1_1.jpg?ts=1691072087302,topstitch denim shirt
denim shirt,https://www.zara.com/in/en/denim-shirt-p06085371.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6085/371/400/2/w/448/6085371400_1_1_1.jpg?ts=1690962647916': 'Image 0 of DENIM SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6085/371/400/2/w/448/6085371400_2_1_1.jpg?ts=1690962652755': 'Image 1 of DENIM SHIRT from Zara'}]","₹ 3,290.00",Faded relaxed fit collared shirt made of denim. Featuring long sleeves and a chest patch pocket. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/6085/371/400/2/w/448/6085371400_1_1_1.jpg?ts=1690962647916,denim shirt
denim shirt,https://www.zara.com/in/en/denim-shirt-p06987350.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6987/350/505/2/w/0/6987350505_1_1_1.jpg?ts=1691136022283': 'Image 0 of DENIM SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6987/350/505/2/w/448/6987350505_2_1_1.jpg?ts=1691136025751': 'Image 1 of DENIM SHIRT from Zara'}]","₹ 2,990.00",Regular fit collared shirt made of denim fabric. Long sleeves with buttoned cuffs. Chest patch pockets with flaps. Faded effect. Front snap-button fastening.,https://static.zara.net/photos///2023/I/0/2/p/6987/350/505/2/w/0/6987350505_1_1_1.jpg?ts=1691136022283,denim shirt
denim overdye shirt,https://www.zara.com/in/en/denim-overdye-shirt-p05520311.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5520/311/400/2/w/448/5520311400_1_1_1.jpg?ts=1692025126711': 'Image 0 of DENIM OVERDYE SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5520/311/400/2/w/0/5520311400_2_1_1.jpg?ts=1692025126776': 'Image 1 of DENIM OVERDYE SHIRT from Zara'}]","₹ 3,290.00",Faded relaxed fit collared shirt featuring long sleeves with buttoned cuffs. Patch pocket on the chest and a button-up front.,https://static.zara.net/photos///2023/I/0/2/p/5520/311/400/2/w/448/5520311400_1_1_1.jpg?ts=1692025126711,denim overdy shirt
relaxed fit denim shirt,https://www.zara.com/in/en/relaxed-fit-denim-shirt-p07627307.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7627/307/430/2/w/448/7627307430_1_1_1.jpg?ts=1688555878027': 'Image 0 of RELAXED FIT DENIM SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7627/307/430/2/w/448/7627307430_2_1_1.jpg?ts=1688555878719': 'Image 1 of RELAXED FIT DENIM SHIRT from Zara'}]","₹ 3,990.00",Relaxed-fit collared shirt with long sleeves and buttoned cuffs. Faded effect. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/7627/307/430/2/w/448/7627307430_1_1_1.jpg?ts=1688555878027,relax fit denim shirt
abstract print denim shirt,https://www.zara.com/in/en/abstract-print-denim-shirt-p07627306.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7627/306/426/2/w/448/7627306426_1_1_1.jpg?ts=1689319990523': 'Image 0 of ABSTRACT PRINT DENIM SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7627/306/426/2/w/448/7627306426_2_1_1.jpg?ts=1689319991192': 'Image 1 of ABSTRACT PRINT DENIM SHIRT from Zara'}]","₹ 3,990.00",Relaxed fit sleeveless denim collared shirt. Patch pockets with flaps on the chest. Faded effect. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/7627/306/426/2/w/448/7627306426_1_1_1.jpg?ts=1689319990523,abstract print denim shirt
denim shirt with pocket,https://www.zara.com/in/en/denim-shirt-with-pocket-p05520315.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5520/315/400/2/w/448/5520315400_1_1_1.jpg?ts=1689319989981': 'Image 0 of DENIM SHIRT WITH POCKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5520/315/400/2/w/448/5520315400_2_1_1.jpg?ts=1689319989405': 'Image 1 of DENIM SHIRT WITH POCKET from Zara'}]","₹ 3,290.00",Faded relaxed fit collared shirt made of lightweight denim. Featuring long sleeves and a chest patch pocket. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/5520/315/400/2/w/448/5520315400_1_1_1.jpg?ts=1689319989981,denim shirt with pocket
striped shirt,https://www.zara.com/in/en/striped-shirt-p00975350.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/0975/350/406/2/w/448/0975350406_1_1_1.jpg?ts=1688115892639': 'Image 0 of STRIPED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0975/350/406/2/w/448/0975350406_2_1_1.jpg?ts=1688115891185': 'Image 1 of STRIPED SHIRT from Zara'}]","₹ 3,290.00",Relaxed-fit shirt made of a cotton and lyocell blend. Camp collar and short sleeves. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/0975/350/406/2/w/448/0975350406_1_1_1.jpg?ts=1688115892639,stripe shirt
coloured denim overshirt,https://www.zara.com/in/en/coloured-denim-overshirt-p07446430.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/7446/430/800/2/w/448/7446430800_1_1_1.jpg?ts=1679481042997': 'Image 0 of COLOURED DENIM OVERSHIRT from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/7446/430/800/22/w/448/7446430800_2_1_1.jpg?ts=1679504993006': 'Image 1 of COLOURED DENIM OVERSHIRT from Zara'}]","₹ 2,990.00",Relaxed fit collared overshirt. Long sleeves with buttoned cuffs. Chest patch pockets. Button-up front.,https://static.zara.net/photos///2023/V/0/2/p/7446/430/800/2/w/448/7446430800_1_1_1.jpg?ts=1679481042997,colour denim overshirt
bandana print shirt,https://www.zara.com/in/en/bandana-print-shirt-p08574365.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/8574/365/500/2/w/448/8574365500_1_1_1.jpg?ts=1689157209376': 'Image 0 of BANDANA PRINT SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/8574/365/500/2/w/448/8574365500_2_1_1.jpg?ts=1689157214603': 'Image 1 of BANDANA PRINT SHIRT from Zara'}]","₹ 3,290.00",Relaxed fit sleeveless shirt made of technical fabric. Camp collar and button-up front.,https://static.zara.net/photos///2023/I/0/2/p/8574/365/500/2/w/448/8574365500_1_1_1.jpg?ts=1689157209376,bandana print shirt
abstract print textured shirt,https://www.zara.com/in/en/abstract-print-textured-shirt-p05887878.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/5887/878/500/2/w/448/5887878500_1_1_1.jpg?ts=1689926679882': 'Image 0 of ABSTRACT PRINT TEXTURED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/5887/878/500/2/w/448/5887878500_2_1_1.jpg?ts=1689926684232': 'Image 1 of ABSTRACT PRINT TEXTURED SHIRT from Zara'}]","₹ 3,290.00",Regular-fit collared shirt with short sleeves. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/5887/878/500/2/w/448/5887878500_1_1_1.jpg?ts=1689926679882,abstract print textur shirt
pixelated printed shirt,https://www.zara.com/in/en/pixelated-printed-shirt-p07545389.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7545/389/526/2/w/448/7545389526_1_1_1.jpg?ts=1688714839172': 'Image 0 of PIXELATED PRINTED SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7545/389/526/2/w/448/7545389526_2_1_1.jpg?ts=1688714843321': 'Image 1 of PIXELATED PRINTED SHIRT from Zara'}]","₹ 3,290.00",Relaxed fit shirt made of viscose fabric. Spread collar and short sleeves. Chest patch pocket. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/7545/389/526/2/w/448/7545389526_1_1_1.jpg?ts=1688714839172,pixel print shirt
abstract print shirt,https://www.zara.com/in/en/abstract-print-shirt-p06085308.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6085/308/500/2/w/448/6085308500_1_1_1.jpg?ts=1687331081778': 'Image 0 of ABSTRACT PRINT SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6085/308/500/2/w/448/6085308500_2_1_1.jpg?ts=1687866113798': 'Image 1 of ABSTRACT PRINT SHIRT from Zara'}]","₹ 3,290.00",Boxy fit shirt in cotton fabric. Camp collar and short sleeves. Split hem. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/6085/308/500/2/w/448/6085308500_1_1_1.jpg?ts=1687331081778,abstract print shirt
tiedye print shirt,https://www.zara.com/in/en/tie-dye-print-shirt-p07446303.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/7446/303/030/2/w/448/7446303030_1_1_1.jpg?ts=1685691791832': 'Image 0 of TIE-DYE PRINT SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/7446/303/030/2/w/448/7446303030_2_1_1.jpg?ts=1685691793349': 'Image 1 of TIE-DYE PRINT SHIRT from Zara'}]","₹ 3,290.00",Relaxed fit shirt. Camp collar and short sleeves. Patch pocket on the chest. Hem with side vents. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/7446/303/030/2/w/448/7446303030_1_1_1.jpg?ts=1685691791832,tiedy print shirt
stretchy poplin shirt,https://www.zara.com/in/en/stretchy-poplin-shirt-p05588744.html,"[{'https://static.zara.net/photos///2023/V/0/2/p/3277/266/250/2/w/448/3277266250_1_1_1.jpg?ts=1674745669025': 'Image 0 of STRETCHY POPLIN SHIRT from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/3277/266/250/2/w/448/3277266250_2_1_1.jpg?ts=1674745673128': 'Image 1 of STRETCHY POPLIN SHIRT from Zara'}]","₹ 2,990.00","Shirt made of a stretchy cotton fabric. Featuring a spread collar, long sleeves with buttoned cuffs and a button-up front.",https://static.zara.net/photos///2023/V/0/2/p/3277/266/250/2/w/448/3277266250_1_1_1.jpg?ts=1674745669025,stretchi poplin shirt
active shirt,https://www.zara.com/in/en/active-shirt-p05445404.html,"[{'https://static.zara.net/photos///2022/I/0/1/p/5445/404/250/13/w/448/5445404250_1_1_1.jpg?ts=1665671913567': 'Image 0 of ACTIVE SHIRT from Zara'}, {'https://static.zara.net/photos///2022/I/0/1/p/5445/404/250/13/w/448/5445404250_2_1_1.jpg?ts=1665671913703': 'Image 1 of ACTIVE SHIRT from Zara'}]","₹ 2,790.00",Slim-fit shirt with a spread collar that buttons on the inside. Long sleeves with buttoned cuffs. Button-up front.-Breathable-Anti-odour treatment.-Wrinkle resistant.View more,https://static.zara.net/photos///2022/I/0/1/p/5445/404/250/13/w/448/5445404250_1_1_1.jpg?ts=1665671913567,activ shirt
seersucker shirt,https://www.zara.com/in/en/seersucker-shirt-p06861320.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/320/401/2/w/448/6861320401_1_1_1.jpg?ts=1691680454772': 'Image 0 of SEERSUCKER SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/320/401/2/w/448/6861320401_2_1_1.jpg?ts=1691680456664': 'Image 1 of SEERSUCKER SHIRT from Zara'}]","₹ 3,990.00",Relaxed-fit shirt with a camp collar and a button-up front. Featuring a chest patch pocket and side vents at the hem.,https://static.zara.net/photos///2023/I/0/2/p/6861/320/401/2/w/448/6861320401_1_1_1.jpg?ts=1691680454772,seersuck shirt
seersucker shirt with contrast topstitching,https://www.zara.com/in/en/seersucker-shirt-with-contrast-topstitching-p06861332.html,"[{'https://static.zara.net/photos///2023/I/0/2/p/6861/332/401/2/w/448/6861332401_1_1_1.jpg?ts=1691508195528': 'Image 0 of SEERSUCKER SHIRT WITH CONTRAST TOPSTITCHING from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/6861/332/401/2/w/448/6861332401_2_1_1.jpg?ts=1691508195305': 'Image 1 of SEERSUCKER SHIRT WITH CONTRAST TOPSTITCHING from Zara'}]","₹ 3,290.00",Relaxed fit shirt. Spread collar and short sleeves. Chest patch pocket. Contrast topstitching all over the garment. Button-up front.,https://static.zara.net/photos///2023/I/0/2/p/6861/332/401/2/w/448/6861332401_1_1_1.jpg?ts=1691508195528,seersuck shirt with contrast topstitch
